TFBS_chr	TFBS_start	TFBS_end	TFBS_strand	TFBS_score	98JKPD8_LumA_score	ANAB5F7_Basal_score	S6R691V_Her2_score	PU24GB8_LumB_score	2GAMBDQ_Normal-like_score
chr2	168457002	168457012	-	8.29113	0.2482	0.22866	0.18851	0.25074	0.21539
chr2	170254435	170254445	+	8.7485	0.01231	0.00907	0.01352	0.01217	0.01775
chr2	170817669	170817679	-	7.5636	0.04181	0.04852	0.039	0.02975	0.02841
chr2	172179760	172179770	-	8.80128	0.02189	0.05604	0.01817	0.01842	0.02004
chr2	172462197	172462207	+	8.06426	0.52332	0.51398	0.48762	0.3828	0.42919
chr2	172674785	172674795	+	8.97485	0.02177	0.03128	0.02883	0.03636	0.02696
chr2	173264935	173264945	-	7.47664	0.02283	0.03454	0.0229	0.02961	0.02151
chr2	175106428	175106438	+	7.93587	0.01891	0.01568	0.01638	0.01127	0.01286
chr2	176188562	176188572	-	7.40189	0.23587	0.20554	0.28183	0.23035	0.21359
chr2	178142491	178142501	-	8.98348	0.01818	0.01359	0.03118	0.02531	0.01653
chr2	180873528	180873538	+	8.80128	0.0129	0.01534	0.01702	0.01602	0.0201
chr2	182716237	182716247	-	8.56029	1.16657	1.41242	1.04585	1.08226	1.01924
chr2	186962633	186962643	+	7.46801	0.01181	0.0175	0.01929	0.01748	0.01807
chr2	187995737	187995747	-	8.03146	0.01645	0.00931	0.01545	0.01343	0.02656
chr2	190718774	190718784	-	7.84977	0.04514	0.04151	0.05754	0.02701	0.05255
chr2	190718994	190719004	+	7.93587	0.40004	0.52105	0.75645	0.50516	0.70903
chr2	190761312	190761322	+	7.6497	0.02531	0.01907	0.03053	0.03279	0.04461
chr2	190880867	190880877	+	7.5636	0.83047	0.77119	0.6766	0.82383	0.71453
chr2	191419360	191419370	-	7.46801	0.08692	0.07389	0.07887	0.09683	0.11912
chr2	191762166	191762176	+	8.90873	0.00952	0.00508	0.00668	0.00896	0.00938
chr2	193868904	193868914	-	7.46801	0.01667	0.0252	0.01494	0.01806	0.01409
chr2	196205699	196205709	-	7.79647	0.01424	0.02666	0.02313	0.01201	0.02318
chr2	196299794	196299804	+	8.06478	0.01089	0.01348	0.01037	0.01667	0.01339
chr2	196515939	196515949	+	8.80128	0.01591	0.11216	0.05603	0.01661	0.01953
chr2	201949583	201949593	+	7.89121	0.01349	0.00794	0.00838	0.01141	0.01512
chr2	202718155	202718165	+	8.20503	0.02092	0.01756	0.01413	0.01694	0.01413
chr2	203950224	203950234	+	8.61959	0.0359	0.01973	0.03842	0.03404	0.03366
chr2	204538359	204538369	-	8.29113	0.01796	0.03736	0.03719	0.02826	0.024
chr2	204545673	204545683	+	8.56029	0.31201	0.17453	0.15135	0.20676	0.24578
chr2	210116503	210116513	-	7.86975	0.01216	0.01222	0.02063	0.01468	0.01593
chr2	214809498	214809508	+	10.06713	0.46509	0.39072	0.41484	0.38088	0.35486
chr2	215219329	215219339	-	7.7295	0.03195	0.01864	0.03253	0.0354	0.03187
chr2	215232379	215232389	+	7.88258	0.02057	0.00726	0.02009	0.0187	0.02218
chr2	216109157	216109167	+	8.8879	0.74599	0.60371	0.60296	0.74573	0.68698
chr2	216109178	216109188	+	8.8879	0.52861	0.34864	0.34133	0.43955	0.51433
chr2	216633644	216633654	-	7.46801	0.06961	0.03076	0.04533	0.05532	0.07479
chr2	216694194	216694204	+	8.97485	0.12736	0.16879	0.1465	0.11747	0.12156
chr2	217955209	217955219	-	8.20503	0.02076	0.01575	0.02506	0.0228	0.03779
chr2	218859657	218859667	-	8.56029	0.06836	0.16898	0.05541	0.05511	0.10514
chr2	219058307	219058317	-	8.8879	0.02205	0.01632	0.01929	0.02088	0.02562
chr2	222299187	222299197	-	8.15174	0.01582	0.02092	0.01693	0.01774	0.02825
chr2	226797777	226797787	-	8.29113	0.16215	0.06636	0.10569	0.16966	0.1618
chr2	230097211	230097221	+	7.6497	0.01998	0.01358	0.01742	0.01633	0.0182
chr2	230602723	230602733	-	8.29113	0.03746	0.05472	0.06929	0.05007	0.02533
chr2	230794251	230794261	-	8.88875	0.4059	0.24089	0.28807	0.28949	0.34642
chr2	230827775	230827785	-	8.06478	0.01511	0.02438	0.01596	0.01332	0.02164
chr2	231000372	231000382	-	10.6639	0.01622	0.03179	0.02946	0.02063	0.02496
chr2	232523141	232523151	-	8.15174	0.03341	0.04566	0.0249	0.02693	0.025
chr2	232876538	232876548	-	7.99866	0.3533	0.18001	0.19735	0.33717	0.31254
chr2	232927903	232927913	-	7.95585	0.01684	0.01793	0.01426	0.02406	0.03605
chr2	233108030	233108040	-	8.70569	0.01544	0.03932	0.02718	0.02337	0.02285
chr2	233964786	233964796	+	9.15706	0.01449	0.02007	0.00941	0.01174	0.01563
chr2	234083227	234083237	+	8.15174	0.01717	0.0401	0.01801	0.02184	0.02449
chr2	234165354	234165364	-	7.95585	0.04244	0.04071	0.04907	0.04809	0.02877
chr2	236966812	236966822	-	7.97868	0.03011	0.0078	0.01569	0.03381	0.02144
chr2	237497198	237497208	+	7.93587	0.29736	0.02092	0.21016	0.21022	0.14108
chr2	237691975	237691985	+	7.46801	1.28921	0.87147	1.121	1.33234	1.09494
chr2	237956236	237956246	+	7.46801	0.01697	0.01388	0.01954	0.02358	0.02588
chr2	238141720	238141730	-	7.86975	0.03798	0.03825	0.03762	0.04796	0.04086
chr2	238504280	238504290	+	9.24401	0.01068	0.05355	0.01009	0.01228	0.01771
chr2	239053017	239053027	+	7.86975	0.01485	0.01021	0.0193	0.01382	0.02077
chr2	239517012	239517022	-	7.46801	0.0161	0.01096	0.01455	0.02045	0.01404
chr2	239626163	239626173	-	8.29113	0.018	0.01192	0.01343	0.01284	0.01515
chr2	239778781	239778791	+	8.20503	0.10781	0.02923	0.04033	0.05843	0.08606
chr2	240701364	240701374	-	8.56029	0.01645	0.02763	0.02516	0.01771	0.02299
chr2	240820292	240820302	-	7.6497	0.11755	0.0854	0.09443	0.09875	0.06777
chr2	241064189	241064199	-	7.46801	0.58693	0.54473	0.52729	0.61135	0.56241
chr2	241102480	241102490	-	8.82178	0.40053	0.26837	0.33403	0.32526	0.28837
chr2	241735131	241735141	+	9.24401	0.17521	0.16401	0.16723	0.20937	0.1561
chr2	241855111	241855121	-	8.97485	0.02544	0.023	0.02207	0.02332	0.03475
chr2	241891518	241891528	-	8.20503	0.3971	0.21211	0.33745	0.36744	0.36288
chr2	242182547	242182557	+	7.99866	0	0	0	0	0
chr20	574805	574815	-	8.61959	0.0143	0.01731	0.03318	0.02311	0.01579
chr20	664033	664043	-	8.88875	0.01152	0.01271	0.01244	0.01374	0.01599
chr20	792019	792029	-	7.93587	0.01117	0.00811	0.00759	0.00866	0.0122
chr20	1266599	1266609	-	8.29113	0.09431	0.07104	0.09003	0.06208	0.0622
chr20	1803327	1803337	-	8.15174	0.08429	0.16804	0.05721	0.05185	0.08539
chr20	1803758	1803768	-	9.24401	0.0475	0.12109	0.03489	0.04798	0.07346
chr20	2102133	2102143	+	8.70569	1.04588	1.00214	0.89202	0.93929	0.88148
chr20	2470762	2470772	-	7.93587	1.13633	1.11521	0.93534	1.08768	1.13456
chr20	2840590	2840600	+	10.06713	0.63222	0.71701	0.47324	0.58268	0.58924
chr20	2927191	2927201	-	8.22501	0.01251	0.01334	0.0175	0.03734	0.02976
chr20	3173277	3173287	+	7.38054	0.23057	0.31074	0.17908	0.27345	0.27929
chr20	3889375	3889385	+	7.99866	1.20041	1.16597	1.00432	1.22429	1.05718
chr20	4104967	4104977	+	7.99866	0.01473	0.04322	0.01182	0.01456	0.01696
chr20	4221659	4221669	-	9.24401	0.03545	0.02195	0.04911	0.04315	0.05294
chr20	4290846	4290856	-	8.8018	0.01277	0.01267	0.0229	0.02166	0.01242
chr20	5119341	5119351	-	7.93587	0.16197	0.22595	0.18796	0.18348	0.16651
chr20	5633939	5633949	+	8.06478	0.01136	0.0177	0.01761	0.01706	0.01369
chr20	6005987	6005997	-	8.24647	0.6498	0.68965	0.63522	0.74119	0.75432
chr20	6052532	6052542	+	9.24401	0.04788	0.11583	0.05889	0.06574	0.04174
chr20	6767556	6767566	+	7.5636	0.04754	0.06796	0.03583	0.04899	0.07051
chr20	7803864	7803874	+	7.6497	0.05041	0.16192	0.0306	0.03078	0.05399
chr20	16283305	16283315	-	8.03146	0.03142	0.02146	0.03219	0.02532	0.02822
chr20	16551947	16551957	+	8.56029	0.11121	0.02147	0.07269	0.08141	0.04775
chr20	17682530	17682540	+	7.46801	1.91428	2.09996	1.92711	2.19261	1.76001
chr20	17759637	17759647	-	8.80128	0.01412	0.02601	0.03458	0.02138	0.02621
chr20	21512528	21512538	+	7.6497	0.02312	0.01766	0.03847	0.05615	0.02211
chr20	22584590	22584600	+	8.29113	0.01551	0.02996	0.03352	0.02451	0.02035
chr20	23442300	23442310	-	8.20503	0.04636	0.01883	0.03344	0.05919	0.03202
chr20	23710240	23710250	-	7.79647	0.00978	0.00636	0.00794	0.01328	0.01766
chr20	23826719	23826729	+	7.38106	0.02274	0.01305	0.02217	0.02872	0.01385
chr20	24469480	24469490	-	7.46801	0.02307	0.02154	0.02542	0.02378	0.02695
chr20	25023060	25023070	+	7.79647	0.10962	0.07095	0.14587	0.14583	0.16187
chr20	25034973	25034983	-	7.46801	0.0235	0.02096	0.04266	0.0425	0.02303
chr20	25196623	25196633	+	8.38672	0.7222	0.37041	0.48604	0.55711	0.50975
chr20	25584878	25584888	+	9.57162	0.064	0.13032	0.04618	0.08545	0.05418
chr20	26135543	26135553	-	7.46801	0.01215	0.00809	0.01012	0.01045	0.01554
chr20	29095536	29095546	-	8.61959	0	0	0	0	0
chr20	29496980	29496990	+	8.80128	0.02672	0.01962	0.03494	0.02868	0.01807
chr20	29689836	29689846	-	8.29113	0.02037	0.02841	0.0269	0.02654	0.02596
chr20	29876744	29876754	-	8.20366	0.04885	0.04919	0.05508	0.05672	0.0593
chr20	31587869	31587879	-	7.38191	0.09758	0.18345	0.09289	0.10269	0.12867
chr20	31861609	31861619	+	9.15654	0.21413	0.24299	0.17126	0.21143	0.20605
chr20	32585558	32585568	+	7.38191	0.08316	0.04451	0.04091	0.1045	0.05829
chr20	32778598	32778608	+	7.81645	0.09128	0.11237	0.12218	0.11359	0.07658
chr20	32790527	32790537	-	8.70569	0.01668	0.01999	0.02128	0.0207	0.02483
chr20	33031764	33031774	+	7.38191	0.01594	0.01193	0.03549	0.01253	0.01531
chr20	33732083	33732093	-	8.38672	0.8457	0.83407	0.88678	1.18056	0.87968
chr20	33753351	33753361	-	8.15174	0.02667	0.01322	0.02533	0.02691	0.03343
chr20	34037402	34037412	-	7.46801	0.01687	0.02036	0.02231	0.02298	0.01862
chr20	35227095	35227105	-	7.40189	0.06722	0.06899	0.04507	0.06228	0.06763
chr20	35772134	35772144	-	7.6497	0.308	0.29194	0.36274	0.36	0.28029
chr20	36461320	36461330	-	7.6497	1.07775	0.88387	1.03128	1.26008	1.00881
chr20	36496929	36496939	-	7.7295	0.03409	0.03217	0.03867	0.04119	0.02048
chr20	37095584	37095594	-	9.79797	0.10327	0.25499	0.16751	0.1279	0.08084
chr20	37903572	37903582	+	8.06478	0.04759	0.05699	0.0312	0.02386	0.03552
chr20	38790675	38790685	-	8.80128	0.02831	0.0216	0.03426	0.01353	0.0201
chr20	39234996	39235006	+	7.84977	0.00705	0.0043	0.0078	0.00815	0.01384
chr20	39381951	39381961	+	8.15174	0.02123	0.0168	0.01641	0.01684	0.02957
chr20	41006060	41006070	+	8.11756	0.05695	0.03358	0.07038	0.04733	0.03853
chr20	41022777	41022787	+	7.38191	0.0168	0.04105	0.03812	0.02462	0.02177
chr20	41518458	41518468	+	7.79562	0.0128	0.00834	0.0121	0.01639	0.01765
chr20	47187991	47188001	+	8.20503	0.01878	0.0193	0.02026	0.02067	0.0296
chr20	47712900	47712910	-	7.38191	0.01843	0.01163	0.0138	0.01688	0.01541
chr20	48006573	48006583	-	7.89121	0.04009	0.01635	0.02195	0.03216	0.02749
chr20	48180845	48180855	+	7.46801	0.13775	0.07717	0.11072	0.12422	0.20775
chr20	48327088	48327098	+	8.29113	0.04005	0.01567	0.01824	0.02215	0.05819
chr20	48828314	48828324	-	7.81645	0.52634	0.17131	0.32022	0.50348	0.34718
chr20	49196363	49196373	+	7.46801	0.02086	0.02651	0.0158	0.01774	0.02275
chr20	49318353	49318363	+	10.6639	0.04405	0.01812	0.02813	0.02542	0.04253
chr20	49593655	49593665	+	7.46801	0.07463	0.04377	0.07516	0.05452	0.07107
chr20	49891374	49891384	-	7.84977	0.06149	0.02784	0.06376	0.0602	0.04517
chr20	50009098	50009108	+	7.46801	0.022	0.02929	0.0286	0.03011	0.01546
chr20	50845706	50845716	-	7.81645	0.05826	0.05895	0.05202	0.04764	0.04965
chr20	50922516	50922526	+	7.81645	0.03222	0.0248	0.04374	0.03958	0.01586
chr20	51052915	51052925	-	8.06478	0.01305	0.00795	0.01755	0.01389	0.01654
chr20	51338576	51338586	+	7.70952	0.01246	0.00674	0.0133	0.00925	0.01423
chr20	56004977	56004987	+	8.38672	0.01998	0.01195	0.01993	0.02178	0.01987
chr20	56504563	56504573	-	8.63957	0.03225	0.06043	0.03758	0.03809	0.02137
chr20	56829918	56829928	+	8.29113	0.05974	0.04475	0.20208	0.16597	0.07722
chr20	56996047	56996057	+	8.80128	0.02999	0.10207	0.04988	0.03862	0.01918
chr20	57317115	57317125	+	8.05143	0.08947	0.02536	0.03891	0.04187	0.02158
chr20	57525158	57525168	+	8.56029	0.0212	0.01045	0.01708	0.01636	0.01678
chr20	59381796	59381806	-	8.15174	0.01998	0.01301	0.02908	0.01975	0.03454
chr20	61056969	61056979	-	9.71187	0.01359	0.00721	0.01152	0.01476	0.01871
chr20	61978405	61978415	+	9.73185	0.02987	0.02872	0.04848	0.03161	0.02589
chr20	62198505	62198515	+	7.46801	0.01597	0.2764	0.03615	0.03163	0.02785
chr20	62227450	62227460	+	7.70952	0.04183	0.03388	0.08324	0.04487	0.04021
chr20	62274794	62274804	-	7.38191	0.02081	0.05685	0.02975	0.02752	0.0327
chr20	62496606	62496616	-	9.84078	0.21341	0.11495	0.19798	0.11571	0.12105
chr20	63102416	63102426	+	8.56029	0.13765	0.02508	0.07476	0.05267	0.04543
chr20	63253996	63254006	+	8.11756	0.02239	0.02668	0.02286	0.02514	0.03282
chr20	63641917	63641927	-	7.46801	2.52721	3.01814	2.93271	2.56934	2.10635
chr20	63642081	63642091	-	7.46801	1.69597	1.92452	1.89366	1.80439	1.40422
chr20	63920424	63920434	-	8.06478	0.03568	0.02674	0.03804	0.03609	0.02506
chr20	63980777	63980787	+	7.46801	0.40798	0.34114	0.44664	0.3758	0.27896
chr20	64079853	64079863	-	7.6497	0.91342	0.69093	0.62242	0.86978	0.59537
chr21	5128457	5128467	+	7.46801	0	0	0	0	0
chr21	5559699	5559709	+	8.63957	0	0	0	0	0
chr21	7436699	7436709	+	8.63957	0	0	0	0	0
chr21	8759225	8759235	+	7.89121	0.03067	0.02505	0.04184	0.03413	0.03184
chr21	8990215	8990225	-	7.6497	0.09936	0.26517	0.15992	0.08753	0.09862
chr21	9042939	9042949	+	8.15174	0.06778	0.04386	0.05717	0.053	0.03429
chr21	9043280	9043290	+	7.46801	0.28075	0.20264	0.14584	0.13402	0.10114
chr21	9086493	9086503	-	7.46801	0.01198	0.01861	0.0163	0.01819	0.02211
chr21	9593692	9593702	-	7.7295	0	0	0	0	0
chr21	9695838	9695848	-	7.70952	0	0	0	0	0
chr21	10368326	10368336	-	8.61959	0	0	0	0	0
chr21	10405615	10405625	-	7.40189	0	0	0	0	0
chr21	10405721	10405731	+	9.24401	0	0	0	0	0
chr21	10521680	10521690	-	8.56029	0.02516	0.01733	0.02841	0.02987	0.03251
chr21	19824112	19824122	-	8.06478	0.01544	0.00619	0.00834	0.00994	0.01677
chr21	21029867	21029877	-	7.97731	0.02052	0.00919	0.01391	0.01992	0.02405
chr21	22219729	22219739	-	8.11756	0.02564	0.01531	0.01829	0.02865	0.02813
chr21	22610800	22610810	+	8.15174	0.00983	0.0088	0.00773	0.01339	0.01804
chr21	27505784	27505794	+	8.61959	0.02724	0.05212	0.01528	0.01802	0.04356
chr21	28090273	28090283	-	10.6639	0.02705	0.00692	0.01491	0.03694	0.01469
chr21	29002831	29002841	+	8.47282	1.00868	0.99131	0.82839	1.05184	1.05642
chr21	32495133	32495143	+	7.84977	0.16534	0.02395	0.12786	0.14194	0.0904
chr21	32728062	32728072	-	8.06478	1.30263	1.33643	1.17504	1.64995	1.32797
chr21	33070884	33070894	-	8.15174	0.02277	0.02832	0.02373	0.041	0.02008
chr21	33230485	33230495	-	7.79647	0.08576	0.12292	0.10498	0.10257	0.09041
chr21	36141636	36141646	+	7.97816	0.50778	0.61394	0.57116	0.68313	0.59215
chr21	36156771	36156781	-	7.46801	1.73876	1.85614	1.9039	2.18752	1.79736
chr21	36719322	36719332	-	7.81645	0.03515	0.51411	0.01946	0.05042	0.08995
chr21	37258253	37258263	-	7.47664	0.20778	0.18018	0.31875	0.2999	0.17524
chr21	38507057	38507067	+	7.79647	0.05596	0.02234	0.03352	0.03256	0.05359
chr21	38806291	38806301	-	10.06713	0.34351	0.28439	0.2865	0.28653	0.34521
chr21	38945996	38946006	+	7.5636	0.03289	0.06869	0.05447	0.02799	0.04158
chr21	39313734	39313744	-	7.95585	0.22134	0.21142	0.23002	0.32225	0.17859
chr21	39601760	39601770	+	7.46801	0.02251	0.01147	0.02367	0.04115	0.02576
chr21	39908605	39908615	-	7.81645	0.01223	0.02482	0.014	0.02157	0.0204
chr21	40841710	40841720	+	8.56029	0.03064	0.01332	0.0366	0.06342	0.04828
chr21	42313720	42313730	-	7.46801	0.20302	0.05885	0.10459	0.11748	0.09861
chr21	42761459	42761469	-	8.97485	0.0146	0.01848	0.0149	0.01549	0.01636
chr21	42974600	42974610	+	8.22501	2.07357	2.10947	1.99485	2.31443	1.92207
chr21	42986955	42986965	+	8.22501	0.02732	0.07297	0.02543	0.05285	0.04524
chr21	43767749	43767759	+	7.95585	0.04759	0.09906	0.05885	0.0513	0.04321
chr21	43776472	43776482	+	8.29113	0.20674	0.22289	0.15771	0.24656	0.14931
chr21	43787164	43787174	+	8.05143	0.04856	0.0705	0.08198	0.05288	0.05015
chr21	44350372	44350382	+	9.15706	0.01685	0.02978	0.02981	0.02893	0.0197
chr21	44455620	44455630	+	7.38191	0.07808	0.05793	0.0556	0.05867	0.07141
chr21	44540034	44540044	+	8.15174	0.01966	0.01306	0.0215	0.01802	0.01548
chr21	44666836	44666846	+	9.24401	0.07375	0.09383	0.06063	0.05507	0.04997
chr21	44800243	44800253	+	8.20366	0.07791	0.09583	0.05081	0.07334	0.05405
chr21	44926624	44926634	+	8.80128	0.04586	0.08468	0.07221	0.05957	0.04593
chr21	45266443	45266453	-	8.38672	0.02285	0.03021	0.04329	0.03541	0.02608
chr21	45406544	45406554	+	8.61959	0.05404	0.03356	0.04618	0.04728	0.05036
chr21	45410846	45410856	-	8.20503	0.02302	0.01732	0.02275	0.02114	0.03031
chr21	45642785	45642795	+	7.46801	0.08845	0.10524	0.15097	0.11823	0.09092
chr21	45973991	45974001	+	7.38191	0.07442	0.12795	0.07289	0.07191	0.09567
chr21	46436751	46436761	-	8.90873	0.01662	0.02118	0.01728	0.0194	0.02788
chr21	46699288	46699298	+	7.40189	0	0	0	0	0
chr21	46699317	46699327	+	7.40189	0	0	0	0	0
chr22	10667686	10667696	-	7.84977	0.00639	0.00511	0.01087	0.00714	0.00892
chr22	10741999	10742009	+	7.56275	0	0	0	0	0
chr22	10775766	10775776	-	8.61959	0	0	0	0	0
chr22	11550003	11550013	-	8.70569	0	0	0	0	0
chr22	15775573	15775583	-	9.24401	0.01871	0.04384	0.0402	0.02997	0.02505
chr22	15777109	15777119	-	8.8879	0.02869	0.20128	0.10343	0.06251	0.04638
chr22	17188384	17188394	+	7.38106	0.00802	0.01107	0.01438	0.01333	0.01281
chr22	17331797	17331807	+	8.06478	0.01527	0.01478	0.01864	0.01553	0.01919
chr22	17847199	17847209	-	8.56029	0.04229	0.04061	0.05427	0.02606	0.04631
chr22	18136768	18136778	+	8.97485	0.01495	0.03564	0.01751	0.01347	0.01539
chr22	19523945	19523955	-	7.38191	0.04101	0.07581	0.05445	0.03754	0.05807
chr22	19597655	19597665	+	8.47282	0.03404	0.02618	0.04823	0.05393	0.03869
chr22	19680230	19680240	+	7.46801	0.01215	0.00811	0.00719	0.00958	0.01072
chr22	19755945	19755955	+	9.65858	0.0229	0.03318	0.02498	0.03439	0.03511
chr22	19832748	19832758	+	8.70569	0.01251	0.01264	0.00997	0.01032	0.01285
chr22	20016900	20016910	+	8.22501	0.67118	0.68519	0.63723	0.72862	0.69881
chr22	20061716	20061726	-	7.95585	0.02471	0.0778	0.03721	0.02533	0.04595
chr22	20300016	20300026	+	8.90873	0.16959	0.12205	0.17396	0.18921	0.21091
chr22	20394127	20394137	-	8.03146	0.54166	0.67544	0.61067	0.71144	0.5986
chr22	20668592	20668602	-	8.20503	0.01085	0.00943	0.0143	0.01686	0.01671
chr22	21665465	21665475	+	10.06713	0.04573	0.05868	0.07952	0.09044	0.0514
chr22	22117958	22117968	+	7.46801	0.02298	0.03464	0.01865	0.01579	0.03808
chr22	23017367	23017377	+	7.6497	0.00967	0.01373	0.01425	0.01889	0.02567
chr22	23724199	23724209	+	7.47664	0.01748	0.0129	0.01607	0.01137	0.01461
chr22	23751231	23751241	+	8.47282	0.80531	0.77726	0.70871	0.96546	0.74669
chr22	23797078	23797088	-	7.46801	0.0127	0.04276	0.01685	0.01324	0.01965
chr22	23894629	23894639	-	8.38672	0.29649	0.34698	0.41915	0.46316	0.36225
chr22	24420489	24420499	+	7.46801	0.0451	0.03661	0.05329	0.05714	0.0458
chr22	25121388	25121398	+	7.46801	0.03754	0.0923	0.05236	0.02611	0.04832
chr22	25236093	25236103	+	7.46801	0.36154	0.49437	0.43395	0.47577	0.39132
chr22	25421038	25421048	+	7.40189	0.02961	0.02693	0.02441	0.03203	0.03286
chr22	25569959	25569969	-	8.80128	0.01592	0.01526	0.01757	0.01679	0.01854
chr22	26585269	26585279	-	7.46801	0.04663	0.01454	0.03761	0.02922	0.02849
chr22	26657151	26657161	+	7.6497	0.0292	0.02361	0.03763	0.03782	0.03692
chr22	27041953	27041963	-	7.46801	0.01069	0.00574	0.01212	0.00914	0.01594
chr22	27299280	27299290	-	9.84078	0.01882	0.00919	0.01302	0.01598	0.02264
chr22	27609557	27609567	+	9.73185	0.01239	0.01248	0.01214	0.01276	0.02025
chr22	29094316	29094326	+	8.29113	0.03704	0.02151	0.02609	0.02405	0.02944
chr22	29481080	29481090	-	9.06959	0.03247	0.09488	0.07546	0.06078	0.04606
chr22	31345830	31345840	-	7.38191	0.32127	0.26451	0.43149	0.37209	0.2961
chr22	31754043	31754053	+	8.97485	1.00295	1.18866	1.09878	1.06132	0.95647
chr22	32331554	32331564	+	8.97485	0.01144	0.02611	0.01125	0.01178	0.02118
chr22	32764755	32764765	+	8.8018	0.04349	0.01404	0.02911	0.04324	0.03447
chr22	32801828	32801838	-	8.15174	0.06045	0.06139	0.07452	0.08937	0.13035
chr22	32829539	32829549	-	7.46801	0.0111	0.01128	0.01616	0.04943	0.03287
chr22	35447113	35447123	+	7.38191	0.02234	0.02386	0.02865	0.03081	0.02365
chr22	36041109	36041119	+	7.38191	0.01564	0.01854	0.013	0.01091	0.01326
chr22	36066064	36066074	-	7.81645	0.33029	0.5561	0.31489	0.36826	0.42818
chr22	37334713	37334723	+	7.38106	0.02174	0.01777	0.0445	0.03332	0.02411
chr22	37548411	37548421	-	9.71187	0.1241	0.1481	0.22069	0.08922	0.12455
chr22	37709102	37709112	+	8.61959	0.01113	0.01503	0.02619	0.01516	0.01998
chr22	37718188	37718198	+	7.6497	0.0195	0.01434	0.02182	0.01813	0.02732
chr22	37983900	37983910	+	7.6497	0.03318	0.09367	0.02329	0.02016	0.06908
chr22	38081578	38081588	-	7.46801	0.05176	0.06904	0.04537	0.05451	0.07872
chr22	38283060	38283070	-	7.97868	0.04202	0.01631	0.04928	0.04597	0.04795
chr22	38317106	38317116	-	7.79562	0.09508	0.07665	0.07739	0.08668	0.10665
chr22	38348034	38348044	-	8.8879	0.01655	0.01918	0.02019	0.01416	0.02035
chr22	38455063	38455073	+	8.20503	0.0169	0.01833	0.01699	0.01741	0.02557
chr22	38456062	38456072	+	8.56029	0.03536	0.04319	0.0373	0.03437	0.05107
chr22	38570405	38570415	+	8.20503	0.50574	0.74227	0.51042	0.56648	0.70751
chr22	39003423	39003433	+	8.20503	0.10449	0.20382	0.09152	0.11267	0.19811
chr22	39152734	39152744	-	7.46801	0.88595	0.95945	0.94368	1.09316	0.85638
chr22	39216121	39216131	-	7.88258	0.03802	0.02347	0.02441	0.03121	0.04062
chr22	39635761	39635771	-	7.46801	0.03173	0.03265	0.03623	0.03472	0.03189
chr22	40468842	40468852	+	8.70569	0.01275	0.01489	0.00926	0.01219	0.01544
chr22	41197624	41197634	-	8.47282	0.40837	0.56907	0.40463	0.46262	0.40368
chr22	41286009	41286019	+	7.79562	0.2171	0.25778	0.24661	0.19878	0.18131
chr22	41699715	41699725	+	7.38054	0.04055	0.02237	0.02786	0.03101	0.022
chr22	42369252	42369262	+	7.38054	1.09299	1.41142	1.14033	1.20087	1.07683
chr22	42645381	42645391	+	8.22501	0.0396	0.15287	0.08703	0.06088	0.05169
chr22	42793874	42793884	-	7.95585	0.02454	0.02106	0.0311	0.02769	0.03083
chr22	43175289	43175299	-	7.95585	0.02641	0.04525	0.03355	0.02229	0.02453
chr22	43290607	43290617	+	9.79797	0.01389	0.01284	0.01768	0.01917	0.02877
chr22	43474599	43474609	+	7.38054	0.04207	0.01238	0.03653	0.05834	0.01957
chr22	44069051	44069061	-	7.81645	0.03121	0.04078	0.02706	0.04505	0.03617
chr22	44328981	44328991	-	8.8018	0.01803	0.01457	0.02058	0.01546	0.03509
chr22	44389392	44389402	-	8.29113	0.01598	0.01416	0.01492	0.01256	0.01623
chr22	44438883	44438893	-	9.79797	0.01233	0.04305	0.0115	0.01724	0.0164
chr22	44766238	44766248	+	7.46801	0.09566	0.07902	0.14092	0.0855	0.05481
chr22	45398400	45398410	-	10.6639	0.01001	0.01574	0.01216	0.01178	0.01625
chr22	45532777	45532787	-	8.97485	0.05507	0.02435	0.02993	0.03177	0.02647
chr22	45549064	45549074	-	8.06478	0.15888	0.18375	0.17238	0.12912	0.11488
chr22	45742829	45742839	-	7.79562	0.01702	0.026	0.03607	0.0236	0.01676
chr22	45911742	45911752	-	7.99866	0.12828	0.17625	0.1785	0.14235	0.16854
chr22	45952759	45952769	-	8.29113	0.01968	0.01285	0.01963	0.02241	0.02211
chr22	46250156	46250166	+	10.06713	0.29062	0.33108	0.2759	0.26772	0.27416
chr22	46491926	46491936	-	7.86975	0.06628	0.02881	0.06225	0.07046	0.06191
chr22	46590216	46590226	+	7.46801	0.11061	0.03175	0.09567	0.09798	0.04433
chr22	47857075	47857085	-	8.70569	0.01061	0.00572	0.01178	0.01109	0.01276
chr22	47996752	47996762	-	7.79562	0.00956	0.02173	0.02778	0.01409	0.01352
chr22	48256155	48256165	-	8.70569	0.01672	0.01123	0.01761	0.0195	0.01679
chr22	48575558	48575568	+	9.24401	0.01415	0.01442	0.00739	0.01327	0.01481
chr22	49518425	49518435	+	8.29113	0.01313	0.00895	0.0263	0.01123	0.01617
chr22	49648748	49648758	-	7.93587	0.01412	0.00938	0.01543	0.01702	0.01993
chr22	49724218	49724228	+	8.29113	0.01205	0.01753	0.04731	0.01914	0.01467
chr22	49750279	49750289	-	8.61959	0.01409	0.01278	0.01921	0.02339	0.02448
