TFBS_chr	TFBS_start	TFBS_end	TFBS_strand	TFBS_score	98JKPD8_LumA_score	ANAB5F7_Basal_score	S6R691V_Her2_score	PU24GB8_LumB_score	2GAMBDQ_Normal-like_score
chr21	17454813	17454824	-	7.48999	0.04981	0.10769	0.08442	0.13869	0.06426
chr21	17612831	17612842	-	7.52054	0.16389	0.42618	0.18967	0.23954	0.29148
chr21	17659092	17659103	-	10.21848	0.00933	0.02612	0.00637	0.00968	0.01811
chr21	17818988	17818999	+	8.23563	0.19009	0.24561	0.17379	0.215	0.15867
chr21	18987406	18987417	+	8.2945	0.01489	0.01564	0.02351	0.0237	0.01976
chr21	25607309	25607320	+	7.37815	0.13747	0.1744	0.14198	0.19742	0.15189
chr21	25735754	25735765	+	8.23563	0.39157	0.39988	0.33164	0.39588	0.39609
chr21	25837235	25837246	+	7.80449	0.00874	0.02194	0.01379	0.00719	0.02197
chr21	26137039	26137050	-	7.27297	0.02264	0.04674	0.02445	0.02713	0.02879
chr21	26169532	26169543	-	7.20711	0.18838	0.22037	0.15184	0.19738	0.1736
chr21	26833874	26833885	-	7.80828	0.02984	0.02985	0.02418	0.02699	0.03745
chr21	26845151	26845162	+	10.06767	0.11315	0.19987	0.09807	0.12266	0.19214
chr21	29003203	29003214	+	11.02299	0.10225	0.0924	0.04834	0.09114	0.07082
chr21	29052887	29052898	+	7.27297	0.01331	0.02274	0.01386	0.02792	0.02028
chr21	31334279	31334290	-	7.42704	0.02922	0.01217	0.01266	0.01804	0.01893
chr21	31337649	31337660	-	7.48999	0.01765	0.02046	0.01381	0.01483	0.01809
chr21	31383006	31383017	+	9.61556	0.00824	0.00601	0.01027	0.0168	0.0131
chr21	31466751	31466762	-	9.29371	0.01107	0.02881	0.01076	0.01301	0.01185
chr21	31471940	31471951	+	8.61636	0.013	0.01577	0.00996	0.02025	0.01963
chr21	31654204	31654215	+	9.06185	0.01898	0.02071	0.02186	0.03417	0.02651
chr21	31672109	31672120	+	7.30141	0.01568	0.01506	0.02154	0.02842	0.0209
chr21	31732198	31732209	-	8.17633	1.45472	1.44392	1.34793	1.7029	1.35787
chr21	31873970	31873981	+	7.53123	0.06412	0.04725	0.04762	0.05714	0.04066
chr21	32433925	32433936	+	7.27297	0.02859	0.02394	0.02861	0.02028	0.03146
chr21	32493602	32493613	-	7.46167	0.08624	0.08174	0.09102	0.07258	0.08318
chr21	33643071	33643082	-	7.57976	0.12735	0.0965	0.10779	0.2038	0.12432
chr21	34073826	34073837	+	7.91703	0.12083	0.11073	0.13084	0.19398	0.1503
chr21	36321835	36321846	-	10.99244	0.09515	0.08723	0.08915	0.07828	0.0962
chr21	36350507	36350518	-	9.61601	0.02338	0.01594	0.04036	0.03897	0.01944
chr21	36699053	36699064	-	7.29164	0.15681	0.40598	0.15812	0.18304	0.22707
chr21	36700719	36700730	+	8.28082	0.03071	0.1227	0.0355	0.03106	0.046
chr21	36910872	36910883	-	7.74424	0.04304	0.02648	0.04986	0.0564	0.04504
chr21	37208238	37208249	-	8.07894	0.10954	0.66114	0.193	0.13599	0.18244
chr21	37267057	37267068	+	10.60654	0.28501	0.33149	0.34682	0.37706	0.22904
chr21	37282017	37282028	-	8.64986	0.02455	0.01808	0.02485	0.02446	0.02572
chr21	37283327	37283338	+	10.16372	0.01085	0.01397	0.02238	0.01457	0.0137
chr21	37531496	37531507	-	7.80449	0.0242	0.03587	0.0286	0.02387	0.0368
chr21	37711002	37711013	+	7.43291	0.03874	0.01499	0.03066	0.04943	0.02315
chr21	38083100	38083111	-	7.20711	0.02765	0.03215	0.04241	0.02815	0.03146
chr21	38241187	38241198	+	7.36299	0.05492	0.02316	0.02329	0.02848	0.08775
chr21	38343563	38343574	-	7.39406	0.03615	0.01064	0.01901	0.02801	0.01849
chr21	38631533	38631544	-	7.18525	0.03937	0.0204	0.0357	0.02376	0.06792
chr21	39183420	39183431	+	7.98107	0.91358	0.92438	0.97807	0.99945	0.94246
chr21	39304377	39304388	+	7.27297	0.02198	0.01464	0.02301	0.02777	0.03159
chr21	39313047	39313058	+	7.90969	0.18072	0.14155	0.18767	0.24246	0.14698
chr21	39313667	39313678	+	7.34286	1.18829	1.14844	1.00386	1.47341	1.22375
chr21	39313734	39313745	-	8.30098	0.22134	0.21142	0.23002	0.32225	0.17859
chr21	39349676	39349687	+	7.48643	0.87646	0.90969	0.73915	1.0317	0.80629
chr21	39445996	39446007	-	9.89663	0.45262	0.39907	0.40665	0.57643	0.32702
chr21	39597690	39597701	+	7.46167	0.03111	0.08326	0.0234	0.0276	0.04918
chr21	39762908	39762919	+	8.04694	0.0137	0.00661	0.02509	0.0251	0.02102
chr21	40014529	40014540	-	8.23155	0.01012	0.00895	0.00711	0.01506	0.01786
chr21	41379556	41379567	-	8.94397	0.01711	0.02034	0.03233	0.0236	0.01997
chr21	41703988	41703999	-	7.59528	0.08154	0.05779	0.11393	0.07326	0.06091
chr21	41767120	41767131	-	8.17633	0.62638	0.82079	0.71708	0.69169	0.68931
chr21	41849285	41849296	+	9.42618	0.01893	0.01852	0.02913	0.02056	0.02966
chr21	42061733	42061744	+	7.77394	0.05188	0.0595	0.05393	0.056	0.03811
chr21	42108835	42108846	+	10.06767	0.04973	0.05896	0.07528	0.05399	0.07792
chr21	42219217	42219228	-	7.72467	0.25406	0.14596	0.19633	0.23077	0.17219
chr21	42547701	42547712	-	7.82113	0.02617	0.03159	0.03367	0.03297	0.01847
chr21	42569918	42569929	+	9.96505	0.09675	0.04606	0.06418	0.04997	0.15165
chr21	42778052	42778063	-	7.33878	0.01782	0.01992	0.01495	0.01712	0.01927
chr21	42781523	42781534	+	7.33001	0.12623	0.16524	0.06881	0.10072	0.17195
chr21	42837693	42837704	-	8.13696	0.02915	0.03063	0.02651	0.02719	0.02332
chr21	42942450	42942461	-	9.99855	0.01431	0.05767	0.01878	0.01513	0.01726
chr21	42974404	42974415	-	10.95895	2.00247	2.29953	2.11766	2.26987	1.91311
chr21	43038670	43038681	+	8.23563	0.01571	0.03839	0.02326	0.02375	0.01786
chr21	43282680	43282691	+	7.26791	0.02104	0.02246	0.01691	0.0215	0.02624
chr21	43322883	43322894	+	7.42704	0.03736	0.02631	0.02168	0.03821	0.02742
chr21	43343432	43343443	+	8.23155	1.11036	0.22163	0.95865	1.27044	0.76758
chr21	43427989	43428000	+	7.88502	0.07635	0.09164	0.053	0.07439	0.06121
chr21	43706879	43706890	-	7.27297	0.03787	0.02165	0.03398	0.04567	0.03364
chr21	43757833	43757844	+	7.20711	0.04775	0.49598	0.10618	0.07027	0.10528
chr21	43767748	43767759	+	7.52702	0.04759	0.09906	0.05885	0.0513	0.04416
chr21	43776471	43776482	+	7.72273	0.20515	0.21774	0.15326	0.24113	0.14429
chr21	43778438	43778449	-	8.55498	0.03626	0.05619	0.03832	0.0428	0.03665
chr21	43815344	43815355	+	8.58581	0.0603	0.10301	0.06802	0.12481	0.06162
chr21	43847989	43848000	+	7.20536	0.01734	0.01385	0.01049	0.01371	0.01769
chr21	43885074	43885085	+	7.86811	0.05001	0.1696	0.0561	0.07086	0.04953
chr21	43939333	43939344	-	8.26396	0.04721	0.07759	0.08835	0.08108	0.07534
chr21	43985055	43985066	+	7.87589	0.03293	0.02721	0.05119	0.04791	0.03618
chr21	44068305	44068316	+	7.91378	0.02109	0.01245	0.02345	0.02419	0.01806
chr21	44144568	44144579	-	8.11021	0.02095	0.04394	0.02377	0.02092	0.02132
chr21	44240942	44240953	-	8.17353	0.22849	0.36876	0.34337	0.36169	0.2932
chr21	44261944	44261955	-	7.47226	0.02722	0.03135	0.0287	0.0339	0.0237
chr21	44338909	44338920	-	7.59808	1.18219	1.24701	1.06145	1.50831	1.08006
chr21	44338931	44338942	-	7.59808	1.02777	0.9968	0.91552	1.30632	1.0087
chr21	44338988	44338999	-	8.17633	1.82864	1.76873	1.62821	2.17996	1.66995
chr21	44339023	44339034	-	7.59808	2.227	2.14433	1.96895	2.56661	1.75501
chr21	44350230	44350241	+	7.90969	0.02665	0.03684	0.03084	0.03179	0.03722
chr21	44425457	44425468	+	7.72467	0.09756	0.14319	0.07374	0.11346	0.04892
chr21	44464154	44464165	+	8.14298	0.01174	0.01187	0.01472	0.01512	0.01083
chr21	44539311	44539322	+	8.07748	0.01407	0.01322	0.01275	0.01933	0.01568
chr21	44549993	44550004	-	7.66471	0.02275	0.02683	0.02319	0.02473	0.03375
chr21	44550519	44550530	+	7.54006	0.0236	0.01648	0.01824	0.02284	0.02263
chr21	44591429	44591440	+	8.07748	0.01226	0.01453	0.01376	0.0163	0.01495
chr21	44800242	44800253	+	10.19232	0.07791	0.09583	0.05081	0.07334	0.05405
chr21	44817601	44817612	+	7.73107	0.37416	0.48658	0.41156	0.46049	0.38489
chr21	44817981	44817992	+	7.87915	0.13356	0.16531	0.13323	0.20313	0.20144
chr21	44967797	44967808	+	8.07748	0.03387	0.08401	0.03144	0.03072	0.02802
chr21	45018939	45018950	-	7.78678	0.07286	0.16149	0.05532	0.08761	0.10881
chr21	45053996	45054007	+	7.23591	0.02507	0.01597	0.02044	0.02036	0.02768
chr21	45075483	45075494	+	7.37867	0.08785	0.09006	0.09537	0.09996	0.07861
chr21	45226666	45226677	-	7.66063	0.01889	0.0666	0.04229	0.02642	0.02524
chr21	45287975	45287986	-	7.87915	0.99885	0.96524	0.88801	1.13963	0.97324
chr21	45288015	45288026	+	8.64986	0.91837	0.90461	0.79032	1.02988	0.87095
chr21	45307906	45307917	+	8.55498	0.02677	0.0248	0.03536	0.02793	0.03666
chr21	45348197	45348208	+	10.38952	0.01128	0.00914	0.01451	0.01512	0.02464
chr21	45393125	45393136	-	8.1675	0.01388	0.01073	0.01541	0.01704	0.01642
chr21	45448044	45448055	-	7.20536	0.07182	0.15129	0.07285	0.05231	0.12372
chr21	45499432	45499443	+	10.13022	0.02852	0.03467	0.03948	0.03082	0.02424
chr21	45529175	45529186	+	8.23563	0.02011	0.02089	0.03837	0.02814	0.0206
chr21	45531068	45531079	+	8.23155	0.02564	0.03258	0.03985	0.03944	0.03174
chr21	45531155	45531166	+	8.201	0.0307	0.03627	0.04509	0.03636	0.03285
chr21	45531199	45531210	+	8.201	0.02954	0.03803	0.04295	0.03458	0.03217
chr21	45542486	45542497	-	8.27238	0.73112	0.70668	0.53651	0.84035	0.72711
chr21	45642768	45642779	+	7.70001	0.08845	0.10524	0.15097	0.11823	0.09092
chr21	45973310	45973321	+	8.10949	0.05883	0.05907	0.05205	0.04906	0.05555
chr21	45973913	45973924	-	7.62247	0.08182	0.12525	0.07332	0.07691	0.08976
chr21	45981595	45981606	-	8.64986	0.17039	0.29454	0.16705	0.19967	0.20722
chr21	45981614	45981625	-	8.64986	0.13429	0.23894	0.14187	0.16062	0.14092
chr21	45981633	45981644	-	8.04694	0.13429	0.18723	0.11347	0.16062	0.14092
chr21	45981662	45981673	-	8.04694	0.13236	0.19274	0.11674	0.13825	0.13195
chr21	45981686	45981697	-	8.64986	0.12991	0.29389	0.16413	0.17192	0.15473
chr21	45981705	45981716	-	8.64986	0.14061	0.29389	0.17413	0.17192	0.16917
chr21	45983514	45983525	-	7.59192	0.03249	0.06103	0.04966	0.04641	0.03323
chr21	46055819	46055830	-	7.38754	0.02442	0.03348	0.02759	0.02819	0.04027
chr21	46084594	46084605	+	8.61636	0.03505	0.12718	0.04563	0.02831	0.04972
chr21	46097632	46097643	+	7.27007	0.05694	0.08063	0.05505	0.06669	0.04141
chr21	46098811	46098822	+	8.23888	0.037	0.07274	0.03663	0.04857	0.04806
chr21	46153246	46153257	-	8.31136	0.07598	0.09714	0.05565	0.07259	0.07872
chr21	46160771	46160782	-	7.46167	0.02913	0.02462	0.01894	0.02809	0.02799
chr21	46160974	46160985	+	10.57822	0.06044	0.04103	0.03293	0.05176	0.04068
chr21	46293762	46293773	-	7.21821	0.05532	0.04756	0.0533	0.0706	0.05324
chr21	46297392	46297403	-	7.97179	0.06779	0.08563	0.07159	0.07529	0.06375
chr21	46422415	46422426	-	7.46167	0.01852	0.02323	0.02374	0.03857	0.02166
chr21	46597648	46597659	-	8.64986	0.01958	0.03222	0.01672	0.02612	0.02631
chr21	46603384	46603395	+	8.14298	0.01778	0.10037	0.01668	0.02071	0.04197
chr21	46635974	46635985	-	7.90161	1.11215	1.21146	1.14233	1.42659	1.13457
chr21	46661833	46661844	+	7.39354	0.02328	0.0212	0.03488	0.02598	0.03075
chr21	46667958	46667969	+	7.72467	0.07392	0.13809	0.07052	0.07019	0.0747
chr22	10742270	10742281	+	7.33877	0	0	0	0	0
chr22	10747410	10747421	+	7.27297	0	0	0	0	0
chr22	10936492	10936503	-	7.27297	0	0	0	0	0
chr22	10938112	10938123	+	7.80828	0	0	0	0	0
chr22	10961088	10961099	+	7.84973	0	0	0	0	0
chr22	10961423	10961434	+	8.201	0	0	0	0	0
chr22	10961739	10961750	-	7.33878	0	0	0	0	0
chr22	11360932	11360943	-	8.87948	0	0	0	0	0
chr22	11628624	11628635	+	7.75186	0	0	0	0	0
chr22	11830052	11830063	-	7.85448	0	0	0	0	0
chr22	12162289	12162300	+	7.85448	0	0	0	0	0
chr22	12602067	12602078	+	7.33878	0	0	0	0	0
chr22	15761149	15761160	+	7.2178	0.02309	0.02747	0.02803	0.02923	0.0309
chr22	15777109	15777120	-	9.87382	0.02869	0.20128	0.10343	0.06251	0.04638
chr22	16520189	16520200	-	7.79512	0.00956	0.01879	0.00877	0.01336	0.01289
chr22	16610117	16610128	+	8.2945	0.02521	0.02174	0.02275	0.02376	0.04691
chr22	16610267	16610278	+	8.201	0.02933	0.02669	0.01933	0.034	0.03779
chr22	16702727	16702738	-	7.23591	0.02816	0.16577	0.06702	0.02978	0.06975
chr22	17036561	17036572	-	7.45158	0.05133	0.10446	0.05105	0.03489	0.05124
chr22	17098422	17098433	-	7.62863	0.02045	0.02973	0.02553	0.02385	0.02123
chr22	17742548	17742559	+	7.81185	0.06929	0.09237	0.0803	0.10909	0.10816
chr22	17774185	17774196	+	7.46167	0.06301	0.08108	0.06534	0.07508	0.05746
chr22	17859455	17859466	+	7.5374	0.02293	0.04925	0.01823	0.03331	0.04889
chr22	17903160	17903171	-	8.201	0.01352	0.01237	0.01889	0.01469	0.02483
chr22	18155879	18155890	+	7.40282	0.02846	0.02259	0.04772	0.03224	0.03286
chr22	18528744	18528755	+	7.73107	0	0	0	0	0
chr22	19572234	19572245	+	7.90161	0.00772	0.00723	0.00788	0.01399	0.01469
chr22	19687932	19687943	+	9.09385	0.04312	0.21985	0.06045	0.07142	0.09101
chr22	19718887	19718898	-	7.90969	0.06496	0.05477	0.05081	0.08251	0.05608
chr22	19724566	19724577	-	7.39354	0.02451	0.0483	0.03989	0.03675	0.03168
chr22	19821892	19821903	-	7.66063	0.01972	0.01764	0.03255	0.06408	0.02807
chr22	19881679	19881690	-	9.06331	0.02825	0.07052	0.03002	0.04112	0.02375
chr22	19948561	19948572	+	7.27297	0.03098	0.02867	0.0358	0.05745	0.03257
chr22	20014704	20014715	+	7.36299	0.03699	0.03249	0.05591	0.03486	0.0458
chr22	20061716	20061727	-	7.30709	0.02471	0.0778	0.03721	0.02533	0.04595
chr22	20080455	20080466	-	7.87589	0.28606	0.25929	0.27454	0.36285	0.28214
chr22	20131720	20131731	-	8.8098	0.26429	0.23284	0.174	0.30794	0.29482
chr22	20175098	20175109	+	7.29164	0.01854	0.03112	0.03157	0.02935	0.02458
chr22	20299749	20299760	-	7.72131	0.20113	0.20636	0.27699	0.30869	0.29035
chr22	20360281	20360292	-	7.19815	0.0203	0.01417	0.02297	0.01748	0.02403
chr22	20495558	20495569	-	7.2242	0.22315	0.15057	0.20347	0.29298	0.24251
chr22	20591723	20591734	+	7.85815	0.02221	0.01785	0.02981	0.02573	0.02589
chr22	20668984	20668995	+	7.64994	0.01062	0.01156	0.01551	0.01608	0.0157
chr22	20670194	20670205	-	7.18525	0.01449	0.03473	0.0208	0.01947	0.02316
chr22	21280382	21280393	-	7.78678	0	0	0	0	0
chr22	21468538	21468549	+	7.18386	0	0	0	0	0
chr22	21665464	21665475	+	7.83757	0.04573	0.05868	0.07952	0.09044	0.0514
chr22	21677688	21677699	+	7.32219	0.02028	0.01527	0.05036	0.0579	0.04483
chr22	22895404	22895415	-	10.42007	0.01348	0.01837	0.02537	0.02895	0.0188
chr22	22906371	22906382	-	7.23591	0.01798	0.01478	0.02426	0.01682	0.01418
chr22	23016995	23017006	-	7.40922	0.01248	0.01173	0.01197	0.01867	0.01857
chr22	23070736	23070747	+	8.23155	0.05663	0.05087	0.05691	0.07114	0.05843
chr22	23163247	23163258	+	7.2577	0.02924	0.01519	0.0483	0.02326	0.02657
chr22	23315688	23315699	-	7.1922	0.12685	0.11923	0.14004	0.10592	0.15275
chr22	23393421	23393432	+	7.57061	0.01197	0.01172	0.01622	0.01613	0.01764
chr22	23393577	23393588	+	7.69413	0.0125	0.00996	0.01861	0.0185	0.01349
chr22	23402714	23402725	+	8.17353	0.40822	0.44963	0.3604	0.47369	0.44867
chr22	23566176	23566187	-	8.61636	0.02175	0.01735	0.01268	0.02274	0.02931
chr22	23598513	23598524	+	8.74575	0.01211	0.00718	0.01358	0.01522	0.01834
chr22	23751598	23751609	-	8.201	0.1266	0.16292	0.12277	0.17613	0.13078
chr22	23787301	23787312	+	7.78763	0.73874	0.89628	0.9199	1.04468	0.85927
chr22	23950253	23950264	-	7.27297	0.01969	0.03899	0.02917	0.01708	0.02837
chr22	24049846	24049857	-	7.37114	0.01062	0.00986	0.0123	0.01039	0.01616
chr22	24133490	24133501	+	7.29164	0.02048	0.01588	0.03209	0.02808	0.01875
chr22	24164739	24164750	-	7.20536	0.03139	0.03449	0.06529	0.02342	0.02893
chr22	24181387	24181398	+	8.201	0.18593	0.10529	0.32989	0.20165	0.16679
chr22	24195229	24195240	+	7.65596	0.03735	0.02132	0.04762	0.04669	0.03653
chr22	24219825	24219836	-	7.17361	0.01345	0.01121	0.02137	0.01599	0.01557
chr22	24246296	24246307	-	8.04694	0.05902	0.03809	0.04987	0.05741	0.10239
chr22	24424115	24424126	-	10.07135	0.07711	0.07463	0.06871	0.07535	0.06461
chr22	24424289	24424300	+	7.42704	0.17651	0.18252	0.18651	0.17561	0.15211
chr22	24427759	24427770	+	7.42704	0.03165	0.03777	0.04031	0.03253	0.03263
chr22	24494964	24494975	+	7.87589	0.02933	0.02893	0.02617	0.03224	0.03408
chr22	24629179	24629190	-	7.80828	0.05338	0.04456	0.07603	0.05439	0.04304
chr22	24806077	24806088	+	8.328	0.14777	0.1343	0.1841	0.18249	0.16123
chr22	25144798	25144809	-	7.77479	0.0263	0.01589	0.0368	0.02818	0.02838
chr22	25404868	25404879	-	7.51571	0.11283	0.09489	0.09199	0.10946	0.1008
chr22	25405546	25405557	-	7.87915	0.16939	0.16144	0.16993	0.19318	0.14195
chr22	25497175	25497186	-	7.20536	0.00954	0.0122	0.0118	0.01441	0.01778
chr22	25623350	25623361	-	8.82807	0.01185	0.0133	0.01113	0.01572	0.02361
chr22	26429558	26429569	+	7.8424	0.0424	0.0411	0.04342	0.0517	0.04679
chr22	26528179	26528190	+	9.09385	0.20045	0.02459	0.06366	0.09821	0.1254
chr22	26657393	26657404	+	7.27297	0.03824	0.02346	0.04453	0.03368	0.03499
chr22	27092594	27092605	+	7.20536	0.00858	0.00507	0.0097	0.00944	0.01376
chr22	27186057	27186068	-	10.48557	0.0109	0.00981	0.00731	0.00662	0.0188
chr22	27248304	27248315	-	8.25734	0.01356	0.00937	0.00997	0.02412	0.01597
chr22	27475583	27475594	-	10.38952	0.03631	0.02153	0.03002	0.04511	0.06285
chr22	28679909	28679920	-	7.87915	0.19559	0.18888	0.14467	0.27603	0.34769
chr22	28772362	28772373	-	7.27297	0.0971	0.1691	0.17419	0.12697	0.09357
chr22	29094315	29094326	+	10.15443	0.03704	0.02102	0.02574	0.02367	0.02944
chr22	29221056	29221067	+	7.83883	0.02315	0.01217	0.02751	0.03028	0.02827
chr22	29313317	29313328	+	7.37867	0.07005	0.07013	0.08682	0.0909	0.09293
chr22	29450543	29450554	+	7.20536	0.0163	0.07451	0.02888	0.01231	0.02317
chr22	29695356	29695367	-	7.17361	0.04208	0.3133	0.20051	0.07629	0.15683
chr22	30028381	30028392	-	10.99244	0.01391	0.07425	0.02786	0.02048	0.0225
chr22	30374027	30374038	+	7.32219	0.0173	0.02446	0.02537	0.01891	0.02019
chr22	30968783	30968794	-	7.37227	0.1753	0.15033	0.11582	0.18876	0.15325
chr22	31020481	31020492	+	8.04573	0.01113	0.01314	0.01137	0.01364	0.01303
chr22	31879798	31879809	+	7.96264	0.01311	0.01658	0.02618	0.02475	0.0202
chr22	31917755	31917766	+	7.82113	0.02009	0.02016	0.02562	0.01757	0.01657
chr22	31970635	31970646	-	7.78763	0.16955	0.27047	0.19154	0.24277	0.17169
chr22	32176004	32176015	+	7.37227	0.01691	0.01425	0.01381	0.01242	0.01717
chr22	32371321	32371332	+	7.62247	0.00892	0.00912	0.00695	0.00871	0.0083
chr22	32851175	32851186	+	9.61601	0.02825	0.01586	0.02361	0.05551	0.04479
chr22	33221709	33221720	-	9.1639	0.02104	0.00837	0.01406	0.0185	0.02674
chr22	34056085	34056096	+	7.62863	0.00951	0.00511	0.0098	0.00826	0.01602
chr22	34626078	34626089	+	7.16761	0.01485	0.00932	0.01214	0.01367	0.02681
chr22	35299670	35299681	-	7.51571	0.71819	0.68448	0.71477	0.63221	0.57562
chr22	35300332	35300343	-	8.23888	0.23175	0.23976	0.25005	0.25044	0.24118
chr22	36255021	36255032	+	7.87589	0.07735	0.07372	0.08635	0.13016	0.19626
chr22	36263823	36263834	+	7.63271	0.02864	0.01509	0.02997	0.03116	0.05408
chr22	36317690	36317701	+	8.20688	0.06067	0.07497	0.06679	0.05265	0.069
chr22	36419453	36419464	+	7.30352	0.06695	0.03687	0.05595	0.09081	0.05619
chr22	36432885	36432896	+	9.63422	0.12817	0.0319	0.0884	0.08558	0.11433
chr22	36435838	36435849	+	8.28082	0.07468	0.07261	0.0639	0.08069	0.09654
chr22	36470174	36470185	-	7.76457	0.15688	0.12257	0.18056	0.17374	0.17161
chr22	36893304	36893315	-	9.42618	0.00702	0.02701	0.01231	0.00742	0.01424
chr22	36980912	36980923	+	7.80449	0.03267	0.02794	0.03742	0.03964	0.04902
chr22	37002593	37002604	-	7.59106	0.01209	0.01497	0.01816	0.02285	0.03314
chr22	37176081	37176092	+	8.201	0.02079	0.01973	0.03194	0.024	0.0247
chr22	37228347	37228358	-	7.23591	0.01869	0.02375	0.02646	0.0327	0.02135
chr22	37261293	37261304	+	7.21821	0.02374	0.01724	0.02365	0.02354	0.0276
chr22	37317274	37317285	-	7.20711	0.05893	0.07435	0.05867	0.07499	0.08111
chr22	37324822	37324833	+	10.60654	0.02356	0.01688	0.07448	0.03893	0.03285
chr22	37335326	37335337	-	7.8151	0.02925	0.01478	0.15383	0.05378	0.03486
chr22	37508608	37508619	-	7.59192	0.05744	0.05017	0.06046	0.05386	0.08328
chr22	37510480	37510491	+	7.20536	0.06286	0.04799	0.0643	0.06925	0.06984
chr22	37563203	37563214	-	9.63422	0.11557	0.07635	0.09392	0.09659	0.09763
chr22	37608631	37608642	+	7.42528	0.74353	0.85004	0.78155	0.82309	0.78822
chr22	37665760	37665771	-	7.39762	0.03545	0.0302	0.04174	0.03828	0.03171
chr22	37677370	37677381	+	7.59808	0.45326	0.60999	0.51961	0.63508	0.46457
chr22	37718201	37718212	-	9.60073	0.02006	0.01434	0.02022	0.01642	0.01905
chr22	37746388	37746399	-	7.57061	0.08293	0.08768	0.07938	0.12031	0.07983
chr22	37911033	37911044	+	9.88265	0.02199	0.05056	0.02771	0.05264	0.03212
chr22	37973702	37973713	+	7.63271	0.01325	0.04593	0.01851	0.01554	0.02335
chr22	38069129	38069140	-	7.80828	0.02174	0.02935	0.02704	0.02369	0.03539
chr22	38299397	38299408	+	7.83757	0.12173	0.41941	0.13584	0.09746	0.10826
chr22	38348034	38348045	-	9.09986	0.01655	0.01918	0.02019	0.01416	0.02035
chr22	38413540	38413551	+	7.38754	0.01894	0.0258	0.02392	0.01927	0.023
chr22	38443948	38443959	-	7.18525	0.02146	0.0388	0.02155	0.01494	0.02179
chr22	38563620	38563631	+	7.27297	0.02406	0.01027	0.03134	0.02851	0.02431
chr22	38788715	38788726	-	8.61636	0.11366	0.08714	0.13378	0.06998	0.13234
chr22	39207374	39207385	-	8.07277	0.04361	0.03045	0.03035	0.03515	0.04703
chr22	39212797	39212808	+	7.42704	0.02935	0.02585	0.03536	0.0251	0.03075
chr22	39254944	39254955	-	7.76211	0.04475	0.03908	0.06978	0.04657	0.05491
chr22	39258273	39258284	+	8.04694	0.02433	0.03679	0.03651	0.023	0.03443
chr22	39291745	39291756	+	7.37227	0.073	0.08425	0.06594	0.05977	0.08226
chr22	39400077	39400088	+	8.6804	0.13567	0.17452	0.14717	0.17235	0.13571
chr22	39457729	39457740	+	7.70053	0.02001	0.04487	0.02162	0.02534	0.02831
chr22	39520618	39520629	-	8.201	0.46498	0.42595	0.40135	0.48725	0.4321
chr22	39557712	39557723	-	7.63008	0.02803	0.03308	0.02804	0.02747	0.04135
chr22	39994912	39994923	+	8.77925	0.44431	0.47813	0.45628	0.58114	0.61687
chr22	40021562	40021573	+	7.19815	0.02925	0.02903	0.0262	0.03306	0.02082
chr22	40661664	40661675	-	7.87589	0.01254	0.02	0.01544	0.01984	0.02226
chr22	40765501	40765512	-	7.27297	0.02196	0.0146	0.03318	0.02076	0.02638
chr22	41359011	41359022	-	7.54006	0.02396	0.02502	0.02497	0.01678	0.02707
chr22	41381303	41381314	-	8.64986	0.85144	0.83615	0.80864	0.89881	0.83479
chr22	41513394	41513405	-	9.61556	0.12282	0.04101	0.1916	0.09615	0.09483
chr22	41527598	41527609	-	8.31282	0.07544	0.06401	0.08223	0.06233	0.06148
chr22	41915092	41915103	-	7.25814	0.28996	0.30504	0.30455	0.20456	0.27575
chr22	41946756	41946767	+	8.87948	0.44728	0.60331	0.45316	0.51443	0.4996
chr22	42278336	42278347	+	8.20688	0.01757	0.02622	0.02719	0.01975	0.02439
chr22	42299957	42299968	+	8.201	0.01922	0.02972	0.03065	0.02488	0.02464
chr22	42313938	42313949	-	8.55498	0.15459	0.33998	0.16779	0.1372	0.17893
chr22	42325030	42325041	-	7.20536	0.01812	0.04094	0.0275	0.02587	0.0248
chr22	42344164	42344175	-	8.64986	0.0574	0.0969	0.0472	0.04778	0.04447
chr22	42369353	42369364	-	7.37227	1.05082	1.273	1.15796	1.19165	1.07519
chr22	42516119	42516130	+	7.59106	0.0919	0.03752	0.04156	0.03523	0.04702
chr22	42555167	42555178	+	7.59808	0.04604	0.04036	0.04956	0.05678	0.05554
chr22	42614995	42615006	+	8.23155	1.64158	1.62271	1.52582	1.75303	1.79966
chr22	42649447	42649458	+	8.1675	0.48893	0.7454	0.54646	0.60949	0.6539
chr22	42649527	42649538	-	7.72876	0.40608	0.78792	0.50115	0.5502	0.5483
chr22	42662655	42662666	+	7.76457	0.06316	0.05859	0.0603	0.0502	0.05188
chr22	42769992	42770003	+	7.70001	0.04637	0.03517	0.05618	0.042	0.0578
chr22	42791818	42791829	-	9.57018	0.0254	0.02058	0.03749	0.02923	0.03892
chr22	42793874	42793885	-	8.30098	0.02454	0.02106	0.0311	0.02769	0.03083
chr22	43040041	43040052	-	8.61636	0.01935	0.04348	0.04436	0.01869	0.04037
chr22	43127941	43127952	-	8.81969	0.03086	0.04649	0.04303	0.03241	0.04329
chr22	43164210	43164221	+	7.27297	0.0729	0.15241	0.20844	0.07935	0.0934
chr22	43171446	43171457	-	8.201	0.02643	0.02635	0.0401	0.02731	0.02845
